0,8230896128,"torch.Size([19369, 1])"
1,8230751744,"torch.Size([18979, 1])"
2,8203567616,"torch.Size([18474, 1])"
3,8434271232,"torch.Size([19471, 1])"
4,6026249216,"torch.Size([19648, 1])"
5,6046116864,"torch.Size([19716, 1])"
6,6059552768,"torch.Size([19762, 1])"
7,8799110144,"torch.Size([20341, 1])"
8,9273017856,"torch.Size([21473, 1])"
9,6194384384,"torch.Size([20222, 1])"
10,6873766912,"torch.Size([22546, 1])"
11,5863161856,"torch.Size([24713, 1])"
12,5847604736,"torch.Size([24645, 1])"
13,7406432768,"torch.Size([24364, 1])"
14,8321610240,"torch.Size([27496, 1])"
15,8192008192,"torch.Size([27050, 1])"
16,5832117248,"torch.Size([24578, 1])"
17,7299643904,"torch.Size([23999, 1])"
18,7945972224,"torch.Size([26209, 1])"
19,5994609152,"torch.Size([25296, 1])"
20,8019158528,"torch.Size([26462, 1])"
21,5857711104,"torch.Size([24692, 1])"
22,8387396096,"torch.Size([27720, 1])"
23,8562026496,"torch.Size([28315, 1])"
24,8238832640,"torch.Size([27213, 1])"
25,7877876224,"torch.Size([25979, 1])"
26,8099303424,"torch.Size([26736, 1])"
27,7812358144,"torch.Size([25753, 1])"
28,7022023168,"torch.Size([23053, 1])"
29,8392726528,"torch.Size([27738, 1])"
30,7913923584,"torch.Size([26100, 1])"
31,8411514368,"torch.Size([27803, 1])"
32,8650683904,"torch.Size([28621, 1])"
33,8674673152,"torch.Size([28703, 1])"
34,8713867776,"torch.Size([28837, 1])"
35,9013688832,"torch.Size([29862, 1])"
36,9024217088,"torch.Size([29898, 1])"
37,7374509056,"torch.Size([31410, 1])"
38,8510828032,"torch.Size([28140, 1])"
39,8115104256,"torch.Size([26790, 1])"
40,7992684032,"torch.Size([26369, 1])"
41,8122999808,"torch.Size([26817, 1])"
42,8617183744,"torch.Size([28503, 1])"
43,7155537920,"torch.Size([30440, 1])"
44,6860798976,"torch.Size([29137, 1])"
45,8535659008,"torch.Size([28222, 1])"
46,8982389760,"torch.Size([29755, 1])"
47,8756864512,"torch.Size([28984, 1])"
48,8960480768,"torch.Size([29675, 1])"
49,8351155712,"torch.Size([27597, 1])"
50,8606809600,"torch.Size([28471, 1])"
51,8408596480,"torch.Size([27790, 1])"
52,6918551552,"torch.Size([29393, 1])"
53,8737753600,"torch.Size([28918, 1])"
54,8403258880,"torch.Size([27772, 1])"
55,8440890368,"torch.Size([27903, 1])"
56,8002488320,"torch.Size([26405, 1])"
57,7171090944,"torch.Size([30511, 1])"
58,8625241600,"torch.Size([28531, 1])"
59,7920384000,"torch.Size([26121, 1])"
60,9007905280,"torch.Size([29842, 1])"
61,9045691904,"torch.Size([29970, 1])"
62,7087787520,"torch.Size([30143, 1])"
63,8384541696,"torch.Size([27708, 1])"
64,7085304832,"torch.Size([30132, 1])"
65,8623186944,"torch.Size([28527, 1])"
66,7159563776,"torch.Size([30457, 1])"
67,7172412928,"torch.Size([30517, 1])"
68,7291475456,"torch.Size([31042, 1])"
69,8968352256,"torch.Size([29707, 1])"
70,7056948224,"torch.Size([30003, 1])"
71,7236721664,"torch.Size([30794, 1])"
72,8943619072,"torch.Size([29621, 1])"
73,6920355840,"torch.Size([29401, 1])"
74,8583363072,"torch.Size([28389, 1])"
75,8074737664,"torch.Size([26652, 1])"
76,6893730304,"torch.Size([29283, 1])"
77,8668145664,"torch.Size([28679, 1])"
78,8673410560,"torch.Size([28696, 1])"
79,8347291648,"torch.Size([27583, 1])"
80,7680086528,"torch.Size([32761, 1])"
81,7283186176,"torch.Size([31004, 1])"
82,8690464256,"torch.Size([28757, 1])"
83,9023768064,"torch.Size([29894, 1])"
84,8615582208,"torch.Size([28501, 1])"
85,7742745600,"torch.Size([33037, 1])"
86,8818294784,"torch.Size([29194, 1])"
87,8466110976,"torch.Size([27990, 1])"
88,6855368192,"torch.Size([29105, 1])"
89,7068602368,"torch.Size([30058, 1])"
90,7236721664,"torch.Size([30794, 1])"
91,9021291520,"torch.Size([29888, 1])"
92,8086435840,"torch.Size([26692, 1])"
93,8999713280,"torch.Size([29812, 1])"
