Create,Play,Train,Main
0.05484962463378906,17.15396213531494,0.2792513370513916,17.488063097000122
0.021940946578979492,16.849817514419556,0.0827782154083252,16.95553421974182
0.02293848991394043,15.552834033966064,0.0827779769897461,15.659548044204712
0.02293872833251953,14.935959815979004,0.07978606224060059,15.039681673049927
0.023935794830322266,13.130826473236084,0.07080984115600586,13.225572109222412
0.022938013076782227,14.0892333984375,0.0827779769897461,14.195947170257568
0.02194070816040039,14.410876512527466,0.07779121398925781,14.511605978012085
0.021941184997558594,12.909888505935669,0.07081007957458496,13.003637313842773
0.021941423416137695,14.88213038444519,0.0857701301574707,14.99083924293518
0.021940946578979492,13.827920913696289,0.07579660415649414,13.926656007766724
0.021941423416137695,12.99964714050293,0.07679390907287598,13.099379777908325
0.020943880081176758,14.688668966293335,0.08477282524108887,14.795382976531982
0.02194070816040039,13.678358554840088,0.08078312873840332,13.782079935073853
0.02194070816040039,13.160216331481934,0.07579708099365234,13.258951902389526
0.023935556411743164,13.628480195999146,0.0827784538269043,13.736191511154175
0.021940946578979492,14.033381700515747,0.07978606224060059,14.13610577583313
0.020943880081176758,12.866522550582886,0.07579684257507324,12.964260339736938
0.021940946578979492,12.828132152557373,0.07679390907287598,12.92786431312561
0.021940946578979492,13.954605102539062,0.0827782154083252,14.060321569442749
0.020943880081176758,13.597056150436401,0.0827779769897461,13.701775312423706
0.022938251495361328,13.871815204620361,0.08078360557556152,13.976534605026245
0.02293848991394043,13.32478666305542,0.07779145240783691,13.426513910293579
0.021940946578979492,13.208109140396118,0.07679390907287598,13.307841300964355
0.021941184997558594,13.743172645568848,0.07978606224060059,13.845897674560547
0.021940946578979492,12.126495599746704,0.07380199432373047,12.223236083984375
0.02194070816040039,13.145267963409424,0.08178043365478516,13.24998688697815
0.02194070816040039,13.06348705291748,0.08078336715698242,13.167209148406982
0.021940946578979492,13.133782625198364,0.08277773857116699,13.239498615264893
0.024932861328125,13.185676336288452,0.07978606224060059,13.290395259857178
0.02293848991394043,13.191627025604248,0.08178067207336426,13.296346187591553
0.02293848991394043,11.741541862487793,0.07679438591003418,11.841274738311768
0.02293872833251953,12.6241614818573,0.07579684257507324,12.723894119262695
0.020943641662597656,12.994178771972656,0.0857701301574707,13.101889848709106
0.02293848991394043,12.665039300918579,0.08078312873840332,12.769758224487305
0.022938251495361328,12.568801879882812,0.07978582382202148,12.672523498535156
0.021940946578979492,12.639612197875977,0.07878923416137695,12.741340160369873
0.02293872833251953,12.962745189666748,0.08876228332519531,13.075443506240845
0.022938013076782227,12.382302522659302,0.07878899574279785,12.485027074813843
0.021941184997558594,12.531409502029419,0.08178067207336426,12.635131359100342
0.02293872833251953,12.688505172729492,0.07878875732421875,12.791230201721191
0.021941184997558594,10.95064663887024,0.07679414749145508,11.050379514694214
0.02194070816040039,11.580969095230103,0.07978606224060059,11.683693647384644
0.022938013076782227,12.178378343582153,0.08178067207336426,12.28409481048584
0.02293848991394043,11.889622926712036,0.07878899574279785,11.992347717285156
0.02194070816040039,11.37150764465332,0.07878899574279785,11.47323489189148
0.02293848991394043,11.238369941711426,0.07679414749145508,11.339099645614624
0.02293848991394043,11.049406290054321,0.07380223274230957,11.147144317626953
0.021940946578979492,11.66722059249878,0.08676743507385254,11.776926279067993
0.022938251495361328,11.566490650177002,0.08377552032470703,11.674201726913452
0.020943880081176758,10.554242134094238,0.07679414749145508,10.652977705001831
Create,Play,Train,Main
0.01994633674621582,16.9500789642334,0.5206043720245361,17.49062967300415
0.020943880081176758,16.853338718414307,0.18051576614379883,17.055795431137085
0.020943641662597656,15.4236421585083,0.2762589454650879,15.721842527389526
0.021941184997558594,14.66766905784607,0.24733686447143555,14.937944412231445
0.021940946578979492,12.937862634658813,0.25531554222106934,13.216116428375244
0.020943880081176758,13.911742448806763,0.24534225463867188,14.179025888442993
0.021940946578979492,14.365994930267334,0.24933147430419922,14.638264894485474
