0,8230896128,"torch.Size([19369, 1])"
1,8230751744,"torch.Size([18979, 1])"
2,8203567616,"torch.Size([18474, 1])"
3,5852357632,"torch.Size([19046, 1])"
4,6018202624,"torch.Size([19620, 1])"
5,8656774144,"torch.Size([19999, 1])"
6,6182202880,"torch.Size([20176, 1])"
7,8757550592,"torch.Size([20241, 1])"
8,6548200448,"torch.Size([21430, 1])"
9,8390675456,"torch.Size([19365, 1])"
10,7177015296,"torch.Size([23580, 1])"
11,7346152448,"torch.Size([24159, 1])"
12,6960164352,"torch.Size([22839, 1])"
13,7148093952,"torch.Size([23481, 1])"
14,7260854272,"torch.Size([23867, 1])"
15,7136706048,"torch.Size([23441, 1])"
16,6882757632,"torch.Size([22573, 1])"
17,7631815680,"torch.Size([25135, 1])"
18,7235728384,"torch.Size([23781, 1])"
19,7029267968,"torch.Size([23073, 1])"
20,5857935872,"torch.Size([24693, 1])"
21,7801794048,"torch.Size([25718, 1])"
22,7981424640,"torch.Size([26333, 1])"
23,5756715520,"torch.Size([24247, 1])"
24,7696469504,"torch.Size([25357, 1])"
25,7639356416,"torch.Size([25160, 1])"
26,7551536128,"torch.Size([24859, 1])"
27,8260189184,"torch.Size([27286, 1])"
28,7796301312,"torch.Size([25697, 1])"
29,7791118336,"torch.Size([25681, 1])"
30,8139377152,"torch.Size([26873, 1])"
31,7835835392,"torch.Size([25833, 1])"
32,7821821440,"torch.Size([25784, 1])"
33,7607931904,"torch.Size([25053, 1])"
34,8134697984,"torch.Size([26857, 1])"
35,7238940672,"torch.Size([23792, 1])"
36,7951588352,"torch.Size([26231, 1])"
37,8151429632,"torch.Size([26911, 1])"
38,8315054080,"torch.Size([27471, 1])"
39,7542113280,"torch.Size([24827, 1])"
40,7697867264,"torch.Size([25360, 1])"
41,7935312896,"torch.Size([26173, 1])"
42,7018020352,"torch.Size([23036, 1])"
43,8158196736,"torch.Size([26934, 1])"
44,7575896064,"torch.Size([24943, 1])"
45,7929984512,"torch.Size([26155, 1])"
46,8438905344,"torch.Size([27897, 1])"
47,8117736960,"torch.Size([26799, 1])"
48,7909758976,"torch.Size([26088, 1])"
49,8467864576,"torch.Size([27996, 1])"
50,8984729600,"torch.Size([29763, 1])"
51,8457629696,"torch.Size([27961, 1])"
52,8983850496,"torch.Size([29760, 1])"
53,8036976640,"torch.Size([26521, 1])"
54,8237570048,"torch.Size([27207, 1])"
55,8669114880,"torch.Size([28684, 1])"
56,8148850176,"torch.Size([26902, 1])"
57,7642879488,"torch.Size([25173, 1])"
58,7905804288,"torch.Size([26071, 1])"
59,7957151232,"torch.Size([26250, 1])"
60,6849896960,"torch.Size([29087, 1])"
61,7896600064,"torch.Size([26043, 1])"
62,7775137280,"torch.Size([25626, 1])"
63,8710915072,"torch.Size([28825, 1])"
64,7430729728,"torch.Size([31659, 1])"
65,8684908032,"torch.Size([28738, 1])"
66,8263112704,"torch.Size([27293, 1])"
67,8740418560,"torch.Size([28927, 1])"
68,8544379392,"torch.Size([28254, 1])"
69,9021166592,"torch.Size([29886, 1])"
70,8935436288,"torch.Size([29591, 1])"
71,6849896960,"torch.Size([29087, 1])"
72,8243804672,"torch.Size([27230, 1])"
73,6944051200,"torch.Size([29506, 1])"
74,8425453568,"torch.Size([27851, 1])"
75,7064768000,"torch.Size([30041, 1])"
76,5929446400,"torch.Size([11514, 1])"
77,5879585792,"torch.Size([11412, 1])"
78,5930274304,"torch.Size([11516, 1])"
79,5946789376,"torch.Size([11552, 1])"
80,6125492224,"torch.Size([11923, 1])"
81,5862780416,"torch.Size([11377, 1])"
82,6093195264,"torch.Size([11857, 1])"
83,5785018368,"torch.Size([11215, 1])"
84,5799416832,"torch.Size([11245, 1])"
85,6046630400,"torch.Size([11760, 1])"
86,5670928384,"torch.Size([10976, 1])"
87,5487763968,"torch.Size([10598, 1])"
88,6172707840,"torch.Size([12022, 1])"
89,6638868992,"torch.Size([12993, 1])"
90,5621806592,"torch.Size([10875, 1])"
91,5641971712,"torch.Size([10917, 1])"
92,5953086464,"torch.Size([11563, 1])"
93,6096075776,"torch.Size([11863, 1])"
94,6648959488,"torch.Size([13014, 1])"
95,6100394496,"torch.Size([11872, 1])"
96,6024552448,"torch.Size([11714, 1])"
97,6024552448,"torch.Size([11714, 1])"
98,5177944064,"torch.Size([9955, 1])"
99,6001033728,"torch.Size([11665, 1])"
100,5410858496,"torch.Size([10436, 1])"
101,5877666304,"torch.Size([11408, 1])"
102,5226666496,"torch.Size([10055, 1])"
103,5688242176,"torch.Size([11012, 1])"
104,5192727552,"torch.Size([9986, 1])"
105,5223785984,"torch.Size([10049, 1])"
106,5277218816,"torch.Size([10162, 1])"
107,5267601408,"torch.Size([10142, 1])"
108,4321894912,"torch.Size([8171, 1])"
109,4647674880,"torch.Size([8849, 1])"
110,4749833728,"torch.Size([9062, 1])"
111,5024069632,"torch.Size([9635, 1])"
112,4834654720,"torch.Size([9238, 1])"
